rank,source_run,source_evaluation_id,rank_score,weight_lbf,min_fos,max_deflection_in,fos_3to7_std,fos_3to7_range,wall_thickness_in,max_web_opening_ratio,min_print_web_ligament_in,min_shell_area_ratio,max_dim_slope_in_per_in
250,print_safe_contiguous_closed_tube_seed2502,1164,0.06125993,0.06125993,2.40944394,0.08193837,0.75070231,2.96335440,0.07301923,0.00000000,0.28815403,0.43828942,0.03551837
251,print_safe_contiguous_closed_tube_seed2502,1312,0.06130528,0.06130528,1.87229735,0.10755681,0.98778422,3.58005349,0.07380938,0.00000000,0.21020651,0.34123076,0.11593776
252,print_safe_contiguous_closed_tube_seed2502,517,0.06131094,0.06131094,1.66698138,0.13443571,0.84218849,2.86149984,0.08063880,0.00000000,0.21359226,0.42280125,0.05667072
253,print_safe_contiguous_closed_tube_seed2502,1244,0.06133102,0.06133102,1.84895762,0.10569469,1.09199360,4.33150158,0.07611124,0.00000000,0.20384103,0.40230606,0.09183004
254,print_safe_contiguous_closed_tube_seed2502,1316,0.06135335,0.06135335,2.02874536,0.09186664,1.09104661,4.23302040,0.06890020,0.00000000,0.22767137,0.35138716,0.11263486
255,print_safe_contiguous_closed_tube_seed2502,599,0.06136144,0.06136144,2.48704334,0.09113669,0.68471842,2.97458814,0.08158646,0.00000000,0.24817539,0.47500383,0.02322098
256,print_safe_contiguous_closed_tube_seed2502,410,0.06139261,0.06139261,2.15199156,0.10381726,0.74238552,2.79675690,0.07685511,0.00000000,0.25168792,0.45411829,0.06161897
257,print_safe_contiguous_closed_tube_seed2502,1494,0.06148724,0.06148724,2.25894643,0.07614023,0.96286608,3.76578134,0.07728625,0.00000000,0.19325765,0.38908874,0.09277011
258,print_safe_contiguous_closed_tube_seed2502,1275,0.06150821,0.06150821,3.06738870,0.05268216,0.91517746,3.22007888,0.06635860,0.00000000,0.22107024,0.36954231,0.11669829
259,print_safe_contiguous_closed_tube_seed2502,1579,0.06153888,0.06153888,2.03192977,0.10386410,0.77211146,3.02687302,0.07246492,0.00000000,0.29419319,0.40512031,0.05679108
260,print_safe_contiguous_closed_tube_seed2502,440,0.06160474,0.06160474,1.92900425,0.10147469,0.75164502,2.98374097,0.09128109,0.00000000,0.16641966,0.53328683,0.06072066
261,print_safe_contiguous_closed_tube_seed2502,1201,0.06172038,0.06172038,2.18867868,0.09663357,0.58522434,2.16133946,0.08274247,0.00000000,0.17593558,0.56066265,0.10925768
262,print_safe_contiguous_closed_tube_seed2502,1586,0.06177758,0.06177758,2.35262544,0.08913876,0.99259454,3.51579844,0.06812648,0.00000000,0.28867271,0.41257192,0.04655138
263,print_safe_contiguous_closed_tube_seed2502,938,0.06178142,0.06178142,4.62207316,0.02768756,1.11167196,3.85936357,0.07046537,0.00000000,0.18709108,0.36996123,0.08994689
264,print_safe_contiguous_closed_tube_seed2502,1551,0.06178765,0.06178765,2.63743829,0.07415206,0.70210561,2.76090651,0.07171382,0.00000000,0.24200018,0.45761986,0.06525113
265,print_safe_contiguous_closed_tube_seed2502,76,0.06178779,0.06178779,2.21123683,0.10336232,0.98162440,4.04189205,0.07362395,0.00000000,0.23584419,0.40422956,0.07942342
266,print_safe_contiguous_closed_tube_seed2502,736,0.06190919,0.06190919,2.81402415,0.07353681,0.67380077,2.28827917,0.07857299,0.00000000,0.25413696,0.47526876,0.04161602
267,print_safe_contiguous_closed_tube_seed2502,212,0.06191220,0.06191220,4.64714412,0.03192725,1.00591156,4.60796146,0.06809457,0.00000000,0.17521506,0.32667614,0.06686608
268,print_safe_contiguous_closed_tube_seed2502,869,0.06193796,0.06193796,2.81324137,0.07023937,0.63213269,2.69476446,0.08115252,0.00000000,0.17066541,0.51426030,0.04385243
269,print_safe_contiguous_closed_tube_seed2502,646,0.06197313,0.06197313,2.05126685,0.09134447,0.97078624,3.59642768,0.07526554,0.00000000,0.16536775,0.36607298,0.12080072
270,print_safe_contiguous_closed_tube_seed2502,528,0.06198469,0.06198469,4.60393444,0.02498477,1.11576749,4.18402683,0.06330402,0.00000000,0.22870216,0.34094358,0.05584956
271,print_safe_contiguous_closed_tube_seed2502,1314,0.06202853,0.06202853,1.84934929,0.11504762,0.97706588,3.64681489,0.07021267,0.00000000,0.19062895,0.35658433,0.08579605
272,print_safe_contiguous_closed_tube_seed2502,1194,0.06205884,0.06205884,2.09064932,0.08630055,0.81446531,3.12455024,0.08924045,0.00000000,0.15075955,0.57578100,0.13758487
273,print_safe_contiguous_closed_tube_seed2502,874,0.06208088,0.06208088,3.63751093,0.04286700,0.88453112,3.56539818,0.06525164,0.00000000,0.27820460,0.34998181,0.07329848
274,print_safe_contiguous_closed_tube_seed2502,1361,0.06211121,0.06211121,1.64620947,0.14918492,0.79205780,2.79079637,0.07414772,0.00000000,0.28453716,0.40749962,0.05132489
275,print_safe_contiguous_closed_tube_seed2502,750,0.06216292,0.06216292,2.79890146,0.06796146,1.30942687,4.34341934,0.06640025,0.00000000,0.19905843,0.37746822,0.10222690
276,print_safe_contiguous_closed_tube_seed2502,246,0.06221816,0.06221816,2.00337786,0.10164712,0.87695953,3.32945134,0.07614528,0.00000000,0.21938171,0.41407589,0.10498576
277,print_safe_contiguous_closed_tube_seed2502,469,0.06236151,0.06236151,1.72621210,0.13541564,0.71474047,2.84847874,0.07636050,0.00000000,0.28737730,0.44565428,0.05155774
278,print_safe_contiguous_closed_tube_seed2502,194,0.06244796,0.06244796,1.75792611,0.13128560,0.70125940,2.78010993,0.07466210,0.00000000,0.28115140,0.43261049,0.06833886
279,print_safe_contiguous_closed_tube_seed2502,1390,0.06245222,0.06245222,1.52236091,0.14364483,0.87231691,3.18668294,0.07742868,0.00000000,0.18252556,0.37345765,0.10443648
280,print_safe_contiguous_closed_tube_seed2502,35,0.06251249,0.06251249,2.80189938,0.06138330,0.91413145,3.48169226,0.06490265,0.00000000,0.28410501,0.34743044,0.07890242
281,print_safe_contiguous_closed_tube_seed2502,989,0.06255570,0.06255570,4.15545202,0.03718513,1.01959461,3.61989995,0.06500131,0.00000000,0.18165208,0.33262742,0.11465677
283,print_safe_contiguous_closed_tube_seed2502,234,0.06259817,0.06259817,2.26038928,0.08662874,0.94174852,3.21252205,0.07558258,0.00000000,0.19819018,0.42769298,0.08959627
284,print_safe_contiguous_closed_tube_seed2502,640,0.06261461,0.06261461,2.11881873,0.09863387,0.69126946,2.71271697,0.07758182,0.00000000,0.24633465,0.47357471,0.05809687
285,print_safe_contiguous_closed_tube_seed2502,1491,0.06262155,0.06262155,2.52002201,0.06607917,0.91157559,3.35820758,0.07972674,0.00000000,0.16027326,0.42961058,0.07855088
286,print_safe_contiguous_closed_tube_seed2502,210,0.06264067,0.06264067,1.65014448,0.16332957,0.52980369,1.90408553,0.08312036,0.00000000,0.20169409,0.57549447,0.07618492
287,print_safe_contiguous_closed_tube_seed2502,185,0.06283331,0.06283331,1.74960579,0.11362724,1.43531073,5.90524245,0.07412753,0.00000000,0.20876745,0.32143430,0.11142219
288,print_safe_contiguous_closed_tube_seed2502,667,0.06285915,0.06285915,2.65368575,0.08372801,0.55232375,2.28863580,0.07179777,0.00000000,0.30579007,0.46434904,0.03280868
289,print_safe_contiguous_closed_tube_seed2502,1120,0.06286110,0.06286110,1.84594844,0.13519523,0.58149010,2.18935306,0.07839582,0.00000000,0.16160418,0.53484865,0.07145580
290,print_safe_contiguous_closed_tube_seed2502,1533,0.06286310,0.06286310,2.40668281,0.07054233,1.04978312,3.62422837,0.08012534,0.00000000,0.15987466,0.42133904,0.07157029
291,print_safe_contiguous_closed_tube_seed2502,980,0.06287542,0.06287542,2.87103736,0.07789981,0.61256955,2.70519257,0.06591218,0.00000000,0.35805130,0.38619846,0.02210062
292,print_safe_contiguous_closed_tube_seed2502,1595,0.06288830,0.06288830,2.22946772,0.09702622,0.66855628,2.58835859,0.07748921,0.00000000,0.20403187,0.52979915,0.05753559
293,print_safe_contiguous_closed_tube_seed2502,1262,0.06302400,0.06302400,2.99756527,0.06200567,0.85307152,3.31709616,0.07850998,0.00000000,0.16149002,0.47479386,0.06372327
294,print_safe_contiguous_closed_tube_seed2502,1594,0.06309617,0.06309617,3.14589432,0.05791455,0.95388725,3.36373316,0.06600922,0.00000000,0.34877750,0.37610034,0.04444647
295,print_safe_contiguous_closed_tube_seed2502,937,0.06321027,0.06321027,2.14634229,0.10952864,0.87059652,3.25969577,0.06967412,0.00000000,0.21449676,0.40591454,0.11112285
296,print_safe_contiguous_closed_tube_seed2502,1122,0.06321941,0.06321941,2.70509714,0.08136779,0.61513731,2.20082452,0.07428079,0.00000000,0.17093921,0.46567274,0.09486108
297,print_safe_contiguous_closed_tube_seed2502,1206,0.06344694,0.06344694,2.20570074,0.10877568,0.54498315,2.27776527,0.08184726,0.00000000,0.15815274,0.54886812,0.07283546
298,print_safe_contiguous_closed_tube_seed2502,468,0.06349246,0.06349246,3.40338557,0.04970733,1.15162774,3.81681300,0.07519468,0.00000000,0.26870377,0.41261232,0.06326480
299,print_safe_contiguous_closed_tube_seed2502,1538,0.06366343,0.06366343,2.40885702,0.07470502,1.11242847,3.77940563,0.07603326,0.00000000,0.20853442,0.37502398,0.07208695
300,print_safe_contiguous_closed_tube_seed2502,1118,0.06369985,0.06369985,2.52298754,0.08748689,0.59592441,2.26151759,0.07425453,0.00000000,0.24940239,0.48020427,0.05810308
301,print_safe_contiguous_closed_tube_seed2502,1559,0.06374128,0.06374128,3.02542455,0.05882301,1.01992795,3.65439770,0.07891492,0.00000000,0.19605044,0.46191756,0.05920087
302,print_safe_contiguous_closed_tube_seed2502,560,0.06381477,0.06381477,4.07711008,0.03947110,0.79610851,2.93177052,0.06524620,0.00000000,0.26623542,0.34603308,0.06261126
303,print_safe_contiguous_closed_tube_seed2502,1220,0.06381738,0.06381738,2.17959648,0.10007361,0.99144584,3.91916392,0.06605157,0.00000000,0.28434752,0.34627227,0.08333367
304,print_safe_contiguous_closed_tube_seed2502,748,0.06382186,0.06382186,3.43225704,0.04027139,1.00014805,3.75875789,0.07581409,0.00000000,0.17870121,0.43695183,0.09809024
305,print_safe_contiguous_closed_tube_seed2502,895,0.06383719,0.06383719,2.14131343,0.09984646,0.65414127,2.43824054,0.09615972,0.00000000,0.20935913,0.63261895,0.03830353
306,print_safe_contiguous_closed_tube_seed2502,91,0.06384681,0.06384681,2.73214380,0.06839894,1.21071600,4.45679300,0.06541087,0.00000000,0.36652558,0.33850692,0.04138021
307,print_safe_contiguous_closed_tube_seed2502,684,0.06395329,0.06395329,4.08601697,0.02869939,1.28836242,5.01934801,0.07029335,0.00000000,0.19908783,0.35885023,0.05727232
308,print_safe_contiguous_closed_tube_seed2502,971,0.06397260,0.06397260,2.09926540,0.10552712,0.83870762,3.33509720,0.06800273,0.00000000,0.27053536,0.37134729,0.06581376
309,print_safe_contiguous_closed_tube_seed2502,912,0.06406735,0.06406735,2.41712120,0.09253911,0.99998480,3.30319599,0.06475008,0.00000000,0.23015472,0.34247931,0.09120942
310,print_safe_contiguous_closed_tube_seed2502,1137,0.06409020,0.06409020,2.57365558,0.08106451,0.77779557,3.13456958,0.07946564,0.00000000,0.24491024,0.45287516,0.07309524
311,print_safe_contiguous_closed_tube_seed2502,1104,0.06416251,0.06416251,2.57639144,0.09824648,0.67915605,2.92528749,0.07144058,0.00000000,0.25600140,0.40957505,0.05640718
312,print_safe_contiguous_closed_tube_seed2502,607,0.06420088,0.06420088,3.99957411,0.03625564,0.98348819,3.29116606,0.08647171,0.00000000,0.18092687,0.48230647,0.07150647
313,print_safe_contiguous_closed_tube_seed2502,22,0.06439621,0.06439621,3.67898650,0.04212559,0.92360318,3.53461241,0.06829237,0.00000000,0.28383811,0.38300352,0.02145801
314,print_safe_contiguous_closed_tube_seed2502,1174,0.06441266,0.06441266,3.21302180,0.05653119,1.02318631,3.51423739,0.07089037,0.00000000,0.29395368,0.40077150,0.04438769
315,print_safe_contiguous_closed_tube_seed2502,1556,0.06450224,0.06450224,2.33199479,0.09710433,0.55683164,2.06814985,0.08736821,0.00000000,0.20830863,0.57207438,0.03444061
316,print_safe_contiguous_closed_tube_seed2502,378,0.06450360,0.06450360,3.95639982,0.03718452,0.84431175,3.10603212,0.08191294,0.00000000,0.17789975,0.45793295,0.02920454
317,print_safe_contiguous_closed_tube_seed2502,324,0.06451264,0.06451264,2.88384744,0.05406035,1.15903651,4.59296713,0.07217198,0.00000000,0.19310378,0.34795264,0.08010139
318,print_safe_contiguous_closed_tube_seed2502,671,0.06453125,0.06453125,2.41748808,0.08230159,0.57899321,2.26042185,0.08868469,0.00000000,0.15694708,0.58924222,0.11958581
319,print_safe_contiguous_closed_tube_seed2502,1191,0.06454150,0.06454150,2.61477912,0.08016977,0.84511673,3.47362851,0.07927743,0.00000000,0.20415929,0.46159588,0.07973335
320,print_safe_contiguous_closed_tube_seed2502,80,0.06462862,0.06462862,4.67904753,0.02769506,1.02534828,3.56069139,0.07860992,0.00000000,0.20356133,0.42261546,0.07443751
321,print_safe_contiguous_closed_tube_seed2502,1503,0.06463109,0.06463109,1.90697236,0.10344372,1.06197930,4.22632719,0.08331457,0.00000000,0.19246258,0.39055471,0.08411475
322,print_safe_contiguous_closed_tube_seed2502,156,0.06467950,0.06467950,4.11105173,0.03054698,1.18381658,4.57292362,0.06715936,0.00000000,0.23063552,0.35160571,0.06333749
323,print_safe_contiguous_closed_tube_seed2502,758,0.06469582,0.06469582,2.09396641,0.11540649,0.82137368,3.07286593,0.06879181,0.00000000,0.28635568,0.38054312,0.08078545
324,print_safe_contiguous_closed_tube_seed2502,1502,0.06469766,0.06469766,1.52662178,0.12936542,1.01318795,3.77808585,0.08548010,0.00000000,0.15451990,0.38432481,0.10674179
325,print_safe_contiguous_closed_tube_seed2502,104,0.06473464,0.06473464,3.11397843,0.04861159,1.14860075,4.47462942,0.07039351,0.00000000,0.23370352,0.37404658,0.10916013
326,print_safe_contiguous_closed_tube_seed2502,157,0.06475398,0.06475398,3.68703467,0.04558111,1.30204831,4.15382956,0.07316508,0.00000000,0.22965938,0.38504623,0.06768430
327,print_safe_contiguous_closed_tube_seed2502,754,0.06475855,0.06475855,4.34635079,0.02892229,1.12865448,4.16837133,0.06383231,0.00000000,0.20314348,0.32139283,0.12409484
328,print_safe_contiguous_closed_tube_seed2502,733,0.06486410,0.06486410,3.50741295,0.04532491,0.93283593,3.55726542,0.06755669,0.00000000,0.24816253,0.36370047,0.09841925
329,print_safe_contiguous_closed_tube_seed2502,484,0.06487377,0.06487377,1.94698353,0.14200939,0.78277383,3.17802299,0.06883349,0.00000000,0.24111413,0.41123257,0.10281094
330,print_safe_contiguous_closed_tube_seed2502,1524,0.06489439,0.06489439,2.53031248,0.06790125,1.23540062,4.92175384,0.08023619,0.00000000,0.19438005,0.39254122,0.06380256
331,print_safe_contiguous_closed_tube_seed2502,1373,0.06504931,0.06504931,1.55822678,0.14438882,0.76035870,2.83489707,0.09649675,0.00000000,0.14350325,0.56898053,0.09865667
332,print_safe_contiguous_closed_tube_seed2502,595,0.06505801,0.06505801,2.67580453,0.07652387,0.89661511,3.45945325,0.06775271,0.00000000,0.23310019,0.39069737,0.10297236
333,print_safe_contiguous_closed_tube_seed2502,1116,0.06506656,0.06506656,2.34910890,0.10413743,0.48632411,1.76973521,0.07724142,0.00000000,0.16275858,0.54628504,0.10114387
334,print_safe_contiguous_closed_tube_seed2502,447,0.06507677,0.06507677,2.74563244,0.06473466,0.97469113,3.55025587,0.08406032,0.00000000,0.16000980,0.49859229,0.06311910
335,print_safe_contiguous_closed_tube_seed2502,714,0.06509425,0.06509425,2.62244420,0.08192317,0.66762128,2.44829373,0.06610964,0.00000000,0.38217421,0.40831170,0.03525503
336,print_safe_contiguous_closed_tube_seed2502,1362,0.06512979,0.06512979,2.25542104,0.09799099,0.71190840,2.51409188,0.07887556,0.00000000,0.29919317,0.48452608,0.02130988
337,print_safe_contiguous_closed_tube_seed2502,913,0.06531291,0.06531291,4.09892021,0.04540625,0.70835181,3.41495606,0.07507693,0.00000000,0.20142209,0.41483810,0.07827550
338,print_safe_contiguous_closed_tube_seed2502,472,0.06536056,0.06536056,4.04100575,0.03740356,0.91992480,3.36137037,0.07149934,0.00000000,0.24514947,0.39317812,0.03995667
339,print_safe_contiguous_closed_tube_seed2502,497,0.06550475,0.06550475,3.89895355,0.03417185,1.03792090,3.91323485,0.08206212,0.00000000,0.16710084,0.47764429,0.05869958
340,print_safe_contiguous_closed_tube_seed2502,173,0.06552765,0.06552765,2.30575847,0.08368813,1.09821427,4.47367198,0.08129924,0.00000000,0.17542234,0.40335436,0.11314705
341,print_safe_contiguous_closed_tube_seed2502,1481,0.06553080,0.06553080,1.59953666,0.15737007,0.76925137,2.65879472,0.08251141,0.00000000,0.25086600,0.44395027,0.06763316
342,print_safe_contiguous_closed_tube_seed2502,1182,0.06554928,0.06554928,1.57143856,0.15176153,1.01913515,4.24358993,0.07936979,0.00000000,0.26957475,0.41962935,0.08935798
343,print_safe_contiguous_closed_tube_seed2502,545,0.06557847,0.06557847,4.21986588,0.02986369,1.16838305,4.59074518,0.07090627,0.00000000,0.18144341,0.36509625,0.08667476
344,print_safe_contiguous_closed_tube_seed2502,647,0.06559536,0.06559536,4.92986152,0.02474426,1.05815420,3.90446910,0.06608349,0.00000000,0.24038749,0.33747135,0.06534542
345,print_safe_contiguous_closed_tube_seed2502,1142,0.06559947,0.06559947,2.23695822,0.10573750,0.72849599,2.93960897,0.08969909,0.00000000,0.17048299,0.51983063,0.04203548
346,print_safe_contiguous_closed_tube_seed2502,1290,0.06561428,0.06561428,2.79650692,0.06490136,0.90473696,3.47026337,0.07975803,0.00000000,0.16024197,0.45295115,0.13777778
347,print_safe_contiguous_closed_tube_seed2502,525,0.06580620,0.06580620,1.79633897,0.13461208,0.74771270,2.50932457,0.08087884,0.00000000,0.26582264,0.45942454,0.06478288
348,print_safe_contiguous_closed_tube_seed2502,240,0.06582871,0.06582871,2.96308476,0.06236731,1.13084316,4.58126531,0.08290549,0.00000000,0.18182475,0.40602729,0.10023999
349,print_safe_contiguous_closed_tube_seed2502,889,0.06592494,0.06592494,4.17190917,0.03157156,1.14505345,4.22924294,0.08187417,0.00000000,0.18862254,0.45460288,0.05526265
350,print_safe_contiguous_closed_tube_seed2502,1510,0.06592508,0.06592508,2.24794658,0.09189755,0.91185856,3.53224076,0.07200738,0.00000000,0.33264075,0.36539338,0.05012371
351,print_safe_contiguous_closed_tube_seed2502,272,0.06593427,0.06593427,2.01737993,0.10953743,0.86487096,3.43742436,0.07394146,0.00000000,0.25952305,0.38622238,0.04551562
352,print_safe_contiguous_closed_tube_seed2502,1430,0.06594548,0.06594548,2.37130992,0.08675484,0.68624761,2.61960677,0.08674736,0.00000000,0.15325264,0.56132065,0.05624829
353,print_safe_contiguous_closed_tube_seed2502,816,0.06599526,0.06599526,4.89798963,0.02854045,0.99697366,3.55070442,0.07075119,0.00000000,0.17047470,0.34673678,0.09145830
354,print_safe_contiguous_closed_tube_seed2502,332,0.06600569,0.06600569,3.42981220,0.05627326,0.84130457,3.65481608,0.06845256,0.00000000,0.30456957,0.35786197,0.07825897
355,print_safe_contiguous_closed_tube_seed2502,1170,0.06604846,0.06604846,1.71582845,0.12398611,1.03558015,4.01643887,0.08486112,0.00000000,0.17758497,0.44705937,0.08279881
356,print_safe_contiguous_closed_tube_seed2502,674,0.06606656,0.06606656,4.36205397,0.02916599,1.15166267,4.28840593,0.08093083,0.00000000,0.16695072,0.46869169,0.08291606
357,print_safe_contiguous_closed_tube_seed2502,281,0.06606844,0.06606844,3.93675801,0.04288729,0.97540625,2.77838155,0.09061895,0.00000000,0.17091845,0.48000885,0.07199004
358,print_safe_contiguous_closed_tube_seed2502,789,0.06609009,0.06609009,2.38995733,0.09085373,0.63750300,2.31678475,0.08572428,0.00000000,0.25507197,0.54904616,0.01544654
359,print_safe_contiguous_closed_tube_seed2502,148,0.06615335,0.06615335,4.10580975,0.03732363,0.95303997,4.21159484,0.07783152,0.00000000,0.22208616,0.42558331,0.04497294
360,print_safe_contiguous_closed_tube_seed2502,883,0.06616595,0.06616595,4.01896039,0.03282851,1.15059954,4.18349757,0.07281428,0.00000000,0.20133213,0.38438783,0.02538098
361,print_safe_contiguous_closed_tube_seed2502,1214,0.06618369,0.06618369,1.95126191,0.10741561,0.93145720,3.60375865,0.08478867,0.00000000,0.15567428,0.49691970,0.09359463
362,print_safe_contiguous_closed_tube_seed2502,27,0.06618575,0.06618575,2.24602075,0.10953702,1.24594668,5.04207836,0.07561017,0.00000000,0.30426551,0.34989131,0.06873914
363,print_safe_contiguous_closed_tube_seed2502,1185,0.06623345,0.06623345,2.28506763,0.10670288,0.87263010,3.60017024,0.09131375,0.00000000,0.21034720,0.50492361,0.06271786
364,print_safe_contiguous_closed_tube_seed2502,880,0.06634697,0.06634697,3.83691400,0.03959870,1.16583719,4.57720899,0.06233226,0.00000000,0.26172370,0.32826633,0.06781501
365,print_safe_contiguous_closed_tube_seed2502,580,0.06638029,0.06638029,3.57389065,0.04887273,0.78400638,2.94161676,0.06983142,0.00000000,0.19686418,0.40371810,0.07775667
366,print_safe_contiguous_closed_tube_seed2502,713,0.06645264,0.06645264,3.67488882,0.04113088,0.80164802,3.12813400,0.08664084,0.00000000,0.15948487,0.50685941,0.06402327
367,print_safe_contiguous_closed_tube_seed2502,819,0.06645992,0.06645992,2.59712033,0.08453740,0.65414373,2.84132745,0.09298003,0.00000000,0.19114165,0.56275870,0.08092795
368,print_safe_contiguous_closed_tube_seed2502,348,0.06650577,0.06650577,4.22905788,0.03166587,1.06942366,4.26277667,0.07273180,0.00000000,0.18543317,0.37110220,0.09374526
369,print_safe_contiguous_closed_tube_seed2502,393,0.06653413,0.06653413,2.13858113,0.10458677,0.84123068,2.91696021,0.07634298,0.00000000,0.28635316,0.42429965,0.06568554
370,print_safe_contiguous_closed_tube_seed2502,627,0.06656790,0.06656790,3.25332287,0.04565190,1.50450805,5.70469755,0.07339328,0.00000000,0.24837372,0.34442049,0.04068388
371,print_safe_contiguous_closed_tube_seed2502,1377,0.06660309,0.06660309,1.93765473,0.11203591,0.70513581,2.77942679,0.08706205,0.00000000,0.22236199,0.51426089,0.06185240
372,print_safe_contiguous_closed_tube_seed2502,741,0.06669478,0.06669478,3.31997754,0.05925106,0.77601968,3.39063976,0.07620153,0.00000000,0.23367012,0.41947484,0.06512121
373,print_safe_contiguous_closed_tube_seed2502,257,0.06672397,0.06672397,2.70447036,0.07321892,0.92766178,3.67399360,0.06447833,0.00000000,0.32108669,0.34557521,0.06561295
374,print_safe_contiguous_closed_tube_seed2502,1295,0.06681084,0.06681084,3.20320683,0.05276500,0.94703114,3.71777594,0.07606406,0.00000000,0.25648223,0.44019886,0.03501020
375,print_safe_contiguous_closed_tube_seed2502,1305,0.06681539,0.06681539,1.88643852,0.11250218,0.90678300,3.15903584,0.08542203,0.00000000,0.19105498,0.45340009,0.11417308
376,print_safe_contiguous_closed_tube_seed2502,1471,0.06689329,0.06689329,1.55416111,0.13378184,1.00586300,4.10951318,0.09309997,0.00000000,0.16045927,0.48116015,0.09625098
377,print_safe_contiguous_closed_tube_seed2502,501,0.06695738,0.06695738,3.91745739,0.03741256,0.88358355,3.19213966,0.07651655,0.00000000,0.21331225,0.44113710,0.09282105
378,print_safe_contiguous_closed_tube_seed2502,799,0.06699248,0.06699248,3.69318144,0.04505745,0.86528314,3.29845315,0.07474793,0.00000000,0.23264601,0.41906250,0.05316362
379,print_safe_contiguous_closed_tube_seed2502,1424,0.06700177,0.06700177,2.35271893,0.08041699,1.02707013,3.52928740,0.08262941,0.00000000,0.20038661,0.40655472,0.07220461
380,print_safe_contiguous_closed_tube_seed2502,330,0.06702235,0.06702235,2.23189790,0.08266519,0.99958947,3.90299730,0.07767916,0.00000000,0.20028017,0.37516013,0.11132153
381,print_safe_contiguous_closed_tube_seed2502,620,0.06706578,0.06706578,4.22473752,0.03113610,1.20940828,4.40678523,0.06683571,0.00000000,0.23730532,0.33531244,0.04805380
382,print_safe_contiguous_closed_tube_seed2502,1042,0.06708065,0.06708065,1.70510149,0.15530776,0.48539118,1.99537831,0.09989008,0.00000000,0.17998208,0.66802266,0.07684449
383,print_safe_contiguous_closed_tube_seed2502,954,0.06722522,0.06722522,2.92234556,0.07388656,0.83818660,2.62845216,0.07170296,0.00000000,0.26528814,0.42968058,0.09064475
384,print_safe_contiguous_closed_tube_seed2502,1112,0.06725000,0.06725000,3.55211386,0.05295888,0.59601257,2.32667586,0.07663239,0.00000000,0.22794609,0.44267657,0.07146499
385,print_safe_contiguous_closed_tube_seed2502,1188,0.06729994,0.06729994,2.46399263,0.08323300,0.60835948,2.45919923,0.09553702,0.00000000,0.17304916,0.60194146,0.09172178
386,print_safe_contiguous_closed_tube_seed2502,1384,0.06731978,0.06731978,2.26622165,0.09120648,0.74674204,2.84760836,0.08568995,0.00000000,0.23240062,0.56214387,0.08881083
387,print_safe_contiguous_closed_tube_seed2502,228,0.06738776,0.06738776,2.85853787,0.07512081,0.54191726,2.18892350,0.08149103,0.00000000,0.21603042,0.51904757,0.07142473
388,print_safe_contiguous_closed_tube_seed2502,762,0.06743294,0.06743294,4.97494313,0.02712461,1.05173563,3.91195842,0.06638234,0.00000000,0.24162333,0.32869406,0.07136999
389,print_safe_contiguous_closed_tube_seed2502,1492,0.06754127,0.06754127,3.46931798,0.04093639,1.31240907,5.09165877,0.07669010,0.00000000,0.20581158,0.38080380,0.04890287
390,print_safe_contiguous_closed_tube_seed2502,506,0.06758668,0.06758668,4.04177736,0.04507610,0.85426877,3.98197450,0.08671349,0.00000000,0.16720914,0.45855192,0.06043503
391,print_safe_contiguous_closed_tube_seed2502,1577,0.06774097,0.06774097,1.83224267,0.12964554,0.68752441,2.72475421,0.08577136,0.00000000,0.29194850,0.50865907,0.03049454
392,print_safe_contiguous_closed_tube_seed2502,151,0.06776822,0.06776822,2.01977501,0.09284618,1.04830346,4.20070581,0.09607996,0.00000000,0.19088287,0.48393839,0.07110545
393,print_safe_contiguous_closed_tube_seed2502,716,0.06777204,0.06777204,2.46774945,0.08813309,0.82030530,3.25341691,0.06673888,0.00000000,0.38276904,0.38234022,0.04081788
394,print_safe_contiguous_closed_tube_seed2502,1148,0.06777461,0.06777461,2.04656377,0.12465786,0.73506325,2.80340048,0.08228485,0.00000000,0.24978026,0.48394414,0.05173746
395,print_safe_contiguous_closed_tube_seed2502,145,0.06782208,0.06782208,4.36746505,0.02824224,1.18255743,4.61853782,0.07186703,0.00000000,0.19140294,0.38439453,0.08864653
396,print_safe_contiguous_closed_tube_seed2502,848,0.06782741,0.06782741,4.04903748,0.03844609,0.92726165,3.31757443,0.07723837,0.00000000,0.25909315,0.41909884,0.07412666
397,print_safe_contiguous_closed_tube_seed2502,1208,0.06783262,0.06783262,2.95684519,0.06295418,1.00519943,4.15221437,0.08962299,0.00000000,0.15037701,0.52867476,0.07617382
398,print_safe_contiguous_closed_tube_seed2502,302,0.06785039,0.06785039,3.41160805,0.04972117,1.29414753,5.26869707,0.07544633,0.00000000,0.18662658,0.35146198,0.12167614
399,print_safe_contiguous_closed_tube_seed2502,1189,0.06788542,0.06788542,1.84584614,0.13071871,0.63924468,2.45253819,0.09713522,0.00000000,0.19700871,0.59906820,0.07000999
400,print_safe_contiguous_closed_tube_seed2502,690,0.06788970,0.06788970,4.01358466,0.04227959,1.14233552,4.86681302,0.07604383,0.00000000,0.17311352,0.37343343,0.06318445
401,print_safe_contiguous_closed_tube_seed2502,1464,0.06792276,0.06792276,1.74439575,0.10624582,1.54476956,6.39098878,0.08510114,0.00000000,0.17187649,0.36508805,0.11651501
